project,use_br,use_stopword,stage2,adddel,diff_type,DependentName,DependentValue
Mockito-8b,False,True,skip,all-uni,no_diff,rank,2
Time-1b,False,True,skip,all-uni,no_diff,rank,5
Time-11b,False,True,skip,all-uni,no_diff,rank,8
Time-15b,False,True,skip,all-uni,no_diff,rank,3
Time-16b,False,True,skip,all-uni,no_diff,rank,11
Time-2b,False,True,skip,all-uni,no_diff,rank,2
Time-7b,False,True,skip,all-uni,no_diff,rank,4
Cli-29b,True,True,skip,all-sep,git,rank,2
Closure-10b,True,True,skip,all-sep,git,rank,144
Closure-104b,True,True,skip,all-sep,git,rank,2
Closure-113b,True,True,skip,all-sep,git,rank,10
Closure-115b,True,True,skip,all-sep,git,rank,120
Closure-120b,True,True,skip,all-sep,git,rank,181
Closure-121b,True,True,skip,all-sep,git,rank,145
Closure-128b,True,True,skip,all-sep,git,rank,166
Closure-133b,True,True,skip,all-sep,git,rank,8
Closure-17b,True,True,skip,all-sep,git,rank,246
Closure-2b,True,True,skip,all-sep,git,rank,236
Closure-21b,True,True,skip,all-sep,git,rank,2
Closure-27b,True,True,skip,all-sep,git,rank,1
Closure-30b,True,True,skip,all-sep,git,rank,114
Closure-31b,True,True,skip,all-sep,git,rank,3
Closure-33b,True,True,skip,all-sep,git,rank,45
Closure-48b,True,True,skip,all-sep,git,rank,176
Closure-52b,True,True,skip,all-sep,git,rank,19
Closure-59b,True,True,skip,all-sep,git,rank,70
Closure-60b,True,True,skip,all-sep,git,rank,11
Closure-61b,True,True,skip,all-sep,git,rank,88
Closure-62b,True,True,skip,all-sep,git,rank,6
Closure-64b,True,True,skip,all-sep,git,rank,239
Closure-65b,True,True,skip,all-sep,git,rank,47
Closure-66b,True,True,skip,all-sep,git,rank,28
Closure-68b,True,True,skip,all-sep,git,rank,4
Closure-73b,True,True,skip,all-sep,git,rank,3
Closure-74b,True,True,skip,all-sep,git,rank,29
Closure-76b,True,True,skip,all-sep,git,rank,29
Closure-8b,True,True,skip,all-sep,git,rank,185
Closure-80b,True,True,skip,all-sep,git,rank,20
Closure-82b,True,True,skip,all-sep,git,rank,8
Closure-85b,True,True,skip,all-sep,git,rank,28
Closure-91b,True,True,skip,all-sep,git,rank,17
Closure-92b,True,True,skip,all-sep,git,rank,92
Closure-99b,True,True,skip,all-sep,git,rank,6
Codec-10b,True,True,skip,all-sep,git,rank,3
Codec-18b,True,True,skip,all-sep,git,rank,2
Codec-3b,True,True,skip,all-sep,git,rank,4
Compress-26b,True,True,skip,all-sep,git,rank,1
Compress-39b,True,True,skip,all-sep,git,rank,1
Compress-44b,True,True,skip,all-sep,git,rank,1
Compress-7b,True,True,skip,all-sep,git,rank,2
Compress-8b,True,True,skip,all-sep,git,rank,1
Gson-15b,True,True,skip,all-sep,git,rank,3
JacksonCore-14b,True,True,skip,all-sep,git,rank,4
JacksonCore-4b,True,True,skip,all-sep,git,rank,3
JacksonCore-5b,True,True,skip,all-sep,git,rank,5
JacksonCore-6b,True,True,skip,all-sep,git,rank,2
JacksonCore-8b,True,True,skip,all-sep,git,rank,2
Jsoup-27b,True,True,skip,all-sep,git,rank,3
Jsoup-4b,True,True,skip,all-sep,git,rank,2
Jsoup-85b,True,True,skip,all-sep,git,rank,1
Jsoup-9b,True,True,skip,all-sep,git,rank,4
Lang-13b,True,True,skip,all-sep,git,rank,1
Lang-14b,True,True,skip,all-sep,git,rank,1
Lang-19b,True,True,skip,all-sep,git,rank,1
Lang-21b,True,True,skip,all-sep,git,rank,4
Lang-22b,True,True,skip,all-sep,git,rank,6
Lang-25b,True,True,skip,all-sep,git,rank,4
Lang-26b,True,True,skip,all-sep,git,rank,1
Lang-28b,True,True,skip,all-sep,git,rank,1
Lang-31b,True,True,skip,all-sep,git,rank,1
Lang-39b,True,True,skip,all-sep,git,rank,1
Lang-4b,True,True,skip,all-sep,git,rank,2
Lang-40b,True,True,skip,all-sep,git,rank,1
Lang-43b,True,True,skip,all-sep,git,rank,2
Lang-44b,True,True,skip,all-sep,git,rank,3
Lang-45b,True,True,skip,all-sep,git,rank,1
Lang-46b,True,True,skip,all-sep,git,rank,8
Lang-47b,True,True,skip,all-sep,git,rank,3
Lang-48b,True,True,skip,all-sep,git,rank,5
Lang-49b,True,True,skip,all-sep,git,rank,1
Lang-51b,True,True,skip,all-sep,git,rank,2
Lang-52b,True,True,skip,all-sep,git,rank,1
Lang-53b,True,True,skip,all-sep,git,rank,1
Lang-54b,True,True,skip,all-sep,git,rank,2
Lang-55b,True,True,skip,all-sep,git,rank,2
Lang-57b,True,True,skip,all-sep,git,rank,2
Lang-6b,True,True,skip,all-sep,git,rank,2
Lang-60b,True,True,skip,all-sep,git,rank,5
Lang-61b,True,True,skip,all-sep,git,rank,3
Lang-64b,True,True,skip,all-sep,git,rank,1
Math-10b,True,True,skip,all-sep,git,rank,9
Math-101b,True,True,skip,all-sep,git,rank,1
Math-103b,True,True,skip,all-sep,git,rank,2
Math-104b,True,True,skip,all-sep,git,rank,4
Math-105b,True,True,skip,all-sep,git,rank,2
Math-106b,True,True,skip,all-sep,git,rank,1
Math-14b,True,True,skip,all-sep,git,rank,2
Math-15b,True,True,skip,all-sep,git,rank,7
Math-17b,True,True,skip,all-sep,git,rank,3
Math-2b,True,True,skip,all-sep,git,rank,11
Math-23b,True,True,skip,all-sep,git,rank,11
Math-24b,True,True,skip,all-sep,git,rank,12
Math-25b,True,True,skip,all-sep,git,rank,2
Math-26b,True,True,skip,all-sep,git,rank,5
Math-28b,True,True,skip,all-sep,git,rank,14
Math-3b,True,True,skip,all-sep,git,rank,2
Math-35b,True,True,skip,all-sep,git,rank,3
Math-42b,True,True,skip,all-sep,git,rank,23
Math-45b,True,True,skip,all-sep,git,rank,4
Math-46b,True,True,skip,all-sep,git,rank,1
Math-48b,True,True,skip,all-sep,git,rank,17
Math-50b,True,True,skip,all-sep,git,rank,15
Math-53b,True,True,skip,all-sep,git,rank,3
Math-54b,True,True,skip,all-sep,git,rank,2
Math-55b,True,True,skip,all-sep,git,rank,5
Math-60b,True,True,skip,all-sep,git,rank,28
Math-63b,True,True,skip,all-sep,git,rank,2
Math-64b,True,True,skip,all-sep,git,rank,4
Math-70b,True,True,skip,all-sep,git,rank,1
Math-75b,True,True,skip,all-sep,git,rank,3
Math-79b,True,True,skip,all-sep,git,rank,4
Math-87b,True,True,skip,all-sep,git,rank,2
Math-88b,True,True,skip,all-sep,git,rank,3
Math-89b,True,True,skip,all-sep,git,rank,2
Math-92b,True,True,skip,all-sep,git,rank,4
Math-93b,True,True,skip,all-sep,git,rank,1
Math-94b,True,True,skip,all-sep,git,rank,1
Math-96b,True,True,skip,all-sep,git,rank,5
Math-97b,True,True,skip,all-sep,git,rank,2
Mockito-8b,True,True,skip,all-sep,git,rank,5
Time-1b,True,True,skip,all-sep,git,rank,6
Time-11b,True,True,skip,all-sep,git,rank,1
Time-15b,True,True,skip,all-sep,git,rank,1
Time-16b,True,True,skip,all-sep,git,rank,2
Time-2b,True,True,skip,all-sep,git,rank,1
Time-7b,True,True,skip,all-sep,git,rank,1
Cli-29b,True,True,skip,all-sep,no_diff,rank,2
Closure-10b,True,True,skip,all-sep,no_diff,rank,185
Closure-104b,True,True,skip,all-sep,no_diff,rank,5
Closure-113b,True,True,skip,all-sep,no_diff,rank,14
Closure-115b,True,True,skip,all-sep,no_diff,rank,70
Closure-120b,True,True,skip,all-sep,no_diff,rank,97
Closure-121b,True,True,skip,all-sep,no_diff,rank,278
Closure-128b,True,True,skip,all-sep,no_diff,rank,150
Closure-133b,True,True,skip,all-sep,no_diff,rank,4
Closure-17b,True,True,skip,all-sep,no_diff,rank,388
Closure-2b,True,True,skip,all-sep,no_diff,rank,223
Closure-21b,True,True,skip,all-sep,no_diff,rank,5
Closure-27b,True,True,skip,all-sep,no_diff,rank,1
Closure-30b,True,True,skip,all-sep,no_diff,rank,116
Closure-31b,True,True,skip,all-sep,no_diff,rank,16
Closure-33b,True,True,skip,all-sep,no_diff,rank,8
Closure-48b,True,True,skip,all-sep,no_diff,rank,330
Closure-52b,True,True,skip,all-sep,no_diff,rank,40
Closure-59b,True,True,skip,all-sep,no_diff,rank,79
Closure-60b,True,True,skip,all-sep,no_diff,rank,13
Closure-61b,True,True,skip,all-sep,no_diff,rank,122
Closure-62b,True,True,skip,all-sep,no_diff,rank,5
Closure-64b,True,True,skip,all-sep,no_diff,rank,212
Closure-65b,True,True,skip,all-sep,no_diff,rank,58
Closure-66b,True,True,skip,all-sep,no_diff,rank,49
Closure-68b,True,True,skip,all-sep,no_diff,rank,24
Closure-73b,True,True,skip,all-sep,no_diff,rank,12
Closure-74b,True,True,skip,all-sep,no_diff,rank,41
Closure-76b,True,True,skip,all-sep,no_diff,rank,58
Closure-8b,True,True,skip,all-sep,no_diff,rank,213
Closure-80b,True,True,skip,all-sep,no_diff,rank,14
Closure-82b,True,True,skip,all-sep,no_diff,rank,6
Closure-85b,True,True,skip,all-sep,no_diff,rank,30
Closure-91b,True,True,skip,all-sep,no_diff,rank,21
Closure-92b,True,True,skip,all-sep,no_diff,rank,85
Closure-99b,True,True,skip,all-sep,no_diff,rank,4
Codec-10b,True,True,skip,all-sep,no_diff,rank,3
Codec-18b,True,True,skip,all-sep,no_diff,rank,1
Codec-3b,True,True,skip,all-sep,no_diff,rank,3
Compress-26b,True,True,skip,all-sep,no_diff,rank,2
Compress-39b,True,True,skip,all-sep,no_diff,rank,2
Compress-44b,True,True,skip,all-sep,no_diff,rank,1
Compress-7b,True,True,skip,all-sep,no_diff,rank,2
Compress-8b,True,True,skip,all-sep,no_diff,rank,1
Gson-15b,True,True,skip,all-sep,no_diff,rank,3
JacksonCore-14b,True,True,skip,all-sep,no_diff,rank,8
JacksonCore-4b,True,True,skip,all-sep,no_diff,rank,5
JacksonCore-5b,True,True,skip,all-sep,no_diff,rank,2
JacksonCore-6b,True,True,skip,all-sep,no_diff,rank,2
JacksonCore-8b,True,True,skip,all-sep,no_diff,rank,3
Jsoup-27b,True,True,skip,all-sep,no_diff,rank,5
Jsoup-4b,True,True,skip,all-sep,no_diff,rank,2
Jsoup-85b,True,True,skip,all-sep,no_diff,rank,1
Jsoup-9b,True,True,skip,all-sep,no_diff,rank,7
Lang-13b,True,True,skip,all-sep,no_diff,rank,2
Lang-14b,True,True,skip,all-sep,no_diff,rank,1
Lang-19b,True,True,skip,all-sep,no_diff,rank,1
Lang-21b,True,True,skip,all-sep,no_diff,rank,2
Lang-22b,True,True,skip,all-sep,no_diff,rank,4
Lang-25b,True,True,skip,all-sep,no_diff,rank,1
Lang-26b,True,True,skip,all-sep,no_diff,rank,2
Lang-28b,True,True,skip,all-sep,no_diff,rank,1
Lang-31b,True,True,skip,all-sep,no_diff,rank,1
Lang-39b,True,True,skip,all-sep,no_diff,rank,1
Lang-4b,True,True,skip,all-sep,no_diff,rank,2
Lang-40b,True,True,skip,all-sep,no_diff,rank,1
Lang-43b,True,True,skip,all-sep,no_diff,rank,5
Lang-44b,True,True,skip,all-sep,no_diff,rank,2
Lang-45b,True,True,skip,all-sep,no_diff,rank,1
Lang-46b,True,True,skip,all-sep,no_diff,rank,4
Lang-47b,True,True,skip,all-sep,no_diff,rank,4
Lang-48b,True,True,skip,all-sep,no_diff,rank,5
Lang-49b,True,True,skip,all-sep,no_diff,rank,6
Lang-51b,True,True,skip,all-sep,no_diff,rank,2
Lang-52b,True,True,skip,all-sep,no_diff,rank,1
Lang-53b,True,True,skip,all-sep,no_diff,rank,1
Lang-54b,True,True,skip,all-sep,no_diff,rank,2
Lang-55b,True,True,skip,all-sep,no_diff,rank,1
Lang-57b,True,True,skip,all-sep,no_diff,rank,2
Lang-6b,True,True,skip,all-sep,no_diff,rank,2
Lang-60b,True,True,skip,all-sep,no_diff,rank,3
Lang-61b,True,True,skip,all-sep,no_diff,rank,3
Lang-64b,True,True,skip,all-sep,no_diff,rank,1
Math-10b,True,True,skip,all-sep,no_diff,rank,30
Math-101b,True,True,skip,all-sep,no_diff,rank,1
Math-103b,True,True,skip,all-sep,no_diff,rank,1
Math-104b,True,True,skip,all-sep,no_diff,rank,6
Math-105b,True,True,skip,all-sep,no_diff,rank,2
Math-106b,True,True,skip,all-sep,no_diff,rank,1
Math-14b,True,True,skip,all-sep,no_diff,rank,2
Math-15b,True,True,skip,all-sep,no_diff,rank,36
Math-17b,True,True,skip,all-sep,no_diff,rank,1
Math-2b,True,True,skip,all-sep,no_diff,rank,16
Math-23b,True,True,skip,all-sep,no_diff,rank,10
Math-24b,True,True,skip,all-sep,no_diff,rank,9
Math-25b,True,True,skip,all-sep,no_diff,rank,1
Math-26b,True,True,skip,all-sep,no_diff,rank,4
Math-28b,True,True,skip,all-sep,no_diff,rank,15
Math-3b,True,True,skip,all-sep,no_diff,rank,2
Math-35b,True,True,skip,all-sep,no_diff,rank,3
Math-42b,True,True,skip,all-sep,no_diff,rank,25
Math-45b,True,True,skip,all-sep,no_diff,rank,1
Math-46b,True,True,skip,all-sep,no_diff,rank,1
Math-48b,True,True,skip,all-sep,no_diff,rank,15
Math-50b,True,True,skip,all-sep,no_diff,rank,24
Math-53b,True,True,skip,all-sep,no_diff,rank,5
Math-54b,True,True,skip,all-sep,no_diff,rank,1
Math-55b,True,True,skip,all-sep,no_diff,rank,5
Math-60b,True,True,skip,all-sep,no_diff,rank,35
Math-63b,True,True,skip,all-sep,no_diff,rank,3
Math-64b,True,True,skip,all-sep,no_diff,rank,6
Math-70b,True,True,skip,all-sep,no_diff,rank,2
Math-75b,True,True,skip,all-sep,no_diff,rank,5
Math-79b,True,True,skip,all-sep,no_diff,rank,4
Math-87b,True,True,skip,all-sep,no_diff,rank,2
Math-88b,True,True,skip,all-sep,no_diff,rank,3
Math-89b,True,True,skip,all-sep,no_diff,rank,2
Math-92b,True,True,skip,all-sep,no_diff,rank,7
Math-93b,True,True,skip,all-sep,no_diff,rank,4
Math-94b,True,True,skip,all-sep,no_diff,rank,1
Math-96b,True,True,skip,all-sep,no_diff,rank,5
Math-97b,True,True,skip,all-sep,no_diff,rank,2
Mockito-8b,True,True,skip,all-sep,no_diff,rank,2
Time-1b,True,True,skip,all-sep,no_diff,rank,7
Time-11b,True,True,skip,all-sep,no_diff,rank,3
Time-15b,True,True,skip,all-sep,no_diff,rank,3
Time-16b,True,True,skip,all-sep,no_diff,rank,2
Time-2b,True,True,skip,all-sep,no_diff,rank,3
Time-7b,True,True,skip,all-sep,no_diff,rank,1
Cli-29b,False,True,skip,all-sep,git,rank,2
Closure-10b,False,True,skip,all-sep,git,rank,106
Closure-104b,False,True,skip,all-sep,git,rank,2
Closure-113b,False,True,skip,all-sep,git,rank,300
Closure-115b,False,True,skip,all-sep,git,rank,253
Closure-120b,False,True,skip,all-sep,git,rank,225
Closure-121b,False,True,skip,all-sep,git,rank,257
Closure-128b,False,True,skip,all-sep,git,rank,79
Closure-133b,False,True,skip,all-sep,git,rank,11
Closure-17b,False,True,skip,all-sep,git,rank,298
Closure-2b,False,True,skip,all-sep,git,rank,129
Closure-21b,False,True,skip,all-sep,git,rank,2
Closure-27b,False,True,skip,all-sep,git,rank,1
Closure-30b,False,True,skip,all-sep,git,rank,100
Closure-31b,False,True,skip,all-sep,git,rank,10
Closure-33b,False,True,skip,all-sep,git,rank,460
Closure-48b,False,True,skip,all-sep,git,rank,229
Closure-52b,False,True,skip,all-sep,git,rank,23
Closure-59b,False,True,skip,all-sep,git,rank,77
Closure-60b,False,True,skip,all-sep,git,rank,127
Closure-61b,False,True,skip,all-sep,git,rank,139
Closure-62b,False,True,skip,all-sep,git,rank,3
Closure-64b,False,True,skip,all-sep,git,rank,215
Closure-65b,False,True,skip,all-sep,git,rank,24
Closure-66b,False,True,skip,all-sep,git,rank,12
Closure-68b,False,True,skip,all-sep,git,rank,2
Closure-73b,False,True,skip,all-sep,git,rank,2
Closure-74b,False,True,skip,all-sep,git,rank,37
Closure-76b,False,True,skip,all-sep,git,rank,38
Closure-8b,False,True,skip,all-sep,git,rank,79
Closure-80b,False,True,skip,all-sep,git,rank,7
Closure-82b,False,True,skip,all-sep,git,rank,37
Closure-85b,False,True,skip,all-sep,git,rank,19
Closure-91b,False,True,skip,all-sep,git,rank,25
Closure-92b,False,True,skip,all-sep,git,rank,77
Closure-99b,False,True,skip,all-sep,git,rank,14
Codec-10b,False,True,skip,all-sep,git,rank,3
Codec-18b,False,True,skip,all-sep,git,rank,2
Codec-3b,False,True,skip,all-sep,git,rank,6
Compress-26b,False,True,skip,all-sep,git,rank,1
Compress-39b,False,True,skip,all-sep,git,rank,1
Compress-44b,False,True,skip,all-sep,git,rank,1
Compress-7b,False,True,skip,all-sep,git,rank,2
Compress-8b,False,True,skip,all-sep,git,rank,1
Gson-15b,False,True,skip,all-sep,git,rank,1
JacksonCore-14b,False,True,skip,all-sep,git,rank,2
JacksonCore-4b,False,True,skip,all-sep,git,rank,6
JacksonCore-5b,False,True,skip,all-sep,git,rank,4
JacksonCore-6b,False,True,skip,all-sep,git,rank,2
JacksonCore-8b,False,True,skip,all-sep,git,rank,2
Jsoup-27b,False,True,skip,all-sep,git,rank,4
Jsoup-4b,False,True,skip,all-sep,git,rank,2
Jsoup-85b,False,True,skip,all-sep,git,rank,2
Jsoup-9b,False,True,skip,all-sep,git,rank,2
Lang-13b,False,True,skip,all-sep,git,rank,1
Lang-14b,False,True,skip,all-sep,git,rank,1
Lang-19b,False,True,skip,all-sep,git,rank,2
Lang-21b,False,True,skip,all-sep,git,rank,5
Lang-22b,False,True,skip,all-sep,git,rank,4
Lang-25b,False,True,skip,all-sep,git,rank,3
Lang-26b,False,True,skip,all-sep,git,rank,1
Lang-28b,False,True,skip,all-sep,git,rank,1
Lang-31b,False,True,skip,all-sep,git,rank,2
Lang-39b,False,True,skip,all-sep,git,rank,1
Lang-4b,False,True,skip,all-sep,git,rank,4
Lang-40b,False,True,skip,all-sep,git,rank,1
Lang-43b,False,True,skip,all-sep,git,rank,4
Lang-44b,False,True,skip,all-sep,git,rank,2
Lang-45b,False,True,skip,all-sep,git,rank,1
Lang-46b,False,True,skip,all-sep,git,rank,6
Lang-47b,False,True,skip,all-sep,git,rank,3
Lang-48b,False,True,skip,all-sep,git,rank,4
Lang-49b,False,True,skip,all-sep,git,rank,1
Lang-51b,False,True,skip,all-sep,git,rank,2
Lang-52b,False,True,skip,all-sep,git,rank,1
Lang-53b,False,True,skip,all-sep,git,rank,1
Lang-54b,False,True,skip,all-sep,git,rank,2
Lang-55b,False,True,skip,all-sep,git,rank,2
Lang-57b,False,True,skip,all-sep,git,rank,2
Lang-6b,False,True,skip,all-sep,git,rank,2
Lang-60b,False,True,skip,all-sep,git,rank,6
Lang-61b,False,True,skip,all-sep,git,rank,4
Lang-64b,False,True,skip,all-sep,git,rank,1
Math-10b,False,True,skip,all-sep,git,rank,5
Math-101b,False,True,skip,all-sep,git,rank,1
Math-103b,False,True,skip,all-sep,git,rank,1
Math-104b,False,True,skip,all-sep,git,rank,2
Math-105b,False,True,skip,all-sep,git,rank,6
Math-106b,False,True,skip,all-sep,git,rank,1
Math-14b,False,True,skip,all-sep,git,rank,2
Math-15b,False,True,skip,all-sep,git,rank,37
Math-17b,False,True,skip,all-sep,git,rank,3
Math-2b,False,True,skip,all-sep,git,rank,30
Math-23b,False,True,skip,all-sep,git,rank,11
Math-24b,False,True,skip,all-sep,git,rank,10
Math-25b,False,True,skip,all-sep,git,rank,4
Math-26b,False,True,skip,all-sep,git,rank,21
Math-28b,False,True,skip,all-sep,git,rank,14
Math-3b,False,True,skip,all-sep,git,rank,2
Math-35b,False,True,skip,all-sep,git,rank,3
Math-42b,False,True,skip,all-sep,git,rank,31
Math-45b,False,True,skip,all-sep,git,rank,7
Math-46b,False,True,skip,all-sep,git,rank,15
Math-48b,False,True,skip,all-sep,git,rank,15
Math-50b,False,True,skip,all-sep,git,rank,8
Math-53b,False,True,skip,all-sep,git,rank,2
Math-54b,False,True,skip,all-sep,git,rank,1
Math-55b,False,True,skip,all-sep,git,rank,6
Math-60b,False,True,skip,all-sep,git,rank,26
Math-63b,False,True,skip,all-sep,git,rank,3
Math-64b,False,True,skip,all-sep,git,rank,5
Math-70b,False,True,skip,all-sep,git,rank,2
Math-75b,False,True,skip,all-sep,git,rank,3
Math-79b,False,True,skip,all-sep,git,rank,3
Math-87b,False,True,skip,all-sep,git,rank,40
Math-88b,False,True,skip,all-sep,git,rank,40
Math-89b,False,True,skip,all-sep,git,rank,2
Math-92b,False,True,skip,all-sep,git,rank,3
Math-93b,False,True,skip,all-sep,git,rank,1
Math-94b,False,True,skip,all-sep,git,rank,1
Math-96b,False,True,skip,all-sep,git,rank,4
Math-97b,False,True,skip,all-sep,git,rank,7
Mockito-8b,False,True,skip,all-sep,git,rank,4
Time-1b,False,True,skip,all-sep,git,rank,2
Time-11b,False,True,skip,all-sep,git,rank,5
Time-15b,False,True,skip,all-sep,git,rank,1
Time-16b,False,True,skip,all-sep,git,rank,12
Time-2b,False,True,skip,all-sep,git,rank,1
Time-7b,False,True,skip,all-sep,git,rank,2
Cli-29b,False,True,skip,all-sep,no_diff,rank,2
Closure-10b,False,True,skip,all-sep,no_diff,rank,140
Closure-104b,False,True,skip,all-sep,no_diff,rank,3
Closure-113b,False,True,skip,all-sep,no_diff,rank,292
Closure-115b,False,True,skip,all-sep,no_diff,rank,230
Closure-120b,False,True,skip,all-sep,no_diff,rank,137
Closure-121b,False,True,skip,all-sep,no_diff,rank,383
Closure-128b,False,True,skip,all-sep,no_diff,rank,62
Closure-133b,False,True,skip,all-sep,no_diff,rank,6
Closure-17b,False,True,skip,all-sep,no_diff,rank,366
Closure-2b,False,True,skip,all-sep,no_diff,rank,116
Closure-21b,False,True,skip,all-sep,no_diff,rank,5
Closure-27b,False,True,skip,all-sep,no_diff,rank,1
Closure-30b,False,True,skip,all-sep,no_diff,rank,92
Closure-31b,False,True,skip,all-sep,no_diff,rank,19
Closure-33b,False,True,skip,all-sep,no_diff,rank,447
Closure-48b,False,True,skip,all-sep,no_diff,rank,299
Closure-52b,False,True,skip,all-sep,no_diff,rank,62
Closure-59b,False,True,skip,all-sep,no_diff,rank,77
Closure-60b,False,True,skip,all-sep,no_diff,rank,116
Closure-61b,False,True,skip,all-sep,no_diff,rank,146
Closure-62b,False,True,skip,all-sep,no_diff,rank,4
Closure-64b,False,True,skip,all-sep,no_diff,rank,187
Closure-65b,False,True,skip,all-sep,no_diff,rank,32
Closure-66b,False,True,skip,all-sep,no_diff,rank,15
Closure-68b,False,True,skip,all-sep,no_diff,rank,8
Closure-73b,False,True,skip,all-sep,no_diff,rank,4
Closure-74b,False,True,skip,all-sep,no_diff,rank,40
Closure-76b,False,True,skip,all-sep,no_diff,rank,59
Closure-8b,False,True,skip,all-sep,no_diff,rank,127
Closure-80b,False,True,skip,all-sep,no_diff,rank,8
Closure-82b,False,True,skip,all-sep,no_diff,rank,19
Closure-85b,False,True,skip,all-sep,no_diff,rank,16
Closure-91b,False,True,skip,all-sep,no_diff,rank,10
